timestamp,value,source_table,source_db
20250924T173658,44.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T173724,44.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T173748,44.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T173813,44.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T173838,44.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T173902,44.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T173927,44.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T173952,44.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T174017,44.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T174041,44.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T174106,44.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T174131,44.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T174155,44.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T174220,44.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T174245,44.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T174309,44.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T174334,44.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T174358,44.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T174424,44.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T174448,44.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T174513,44.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T174538,44.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T174602,44.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T174627,44.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T174651,44.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T174716,44.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T174741,44.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T174805,44.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T174830,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T174855,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T174919,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T174944,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T175009,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T175033,44.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T175058,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T175123,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T175147,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T175212,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T175236,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T175301,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T175326,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T175350,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T175415,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T175440,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T175504,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T175529,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T175554,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T175619,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T175643,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T175708,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T175733,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T175758,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T175822,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T175847,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T175913,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T175937,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T180002,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T180027,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T180051,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T180116,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T180141,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T180205,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T180230,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T180255,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T180320,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T180345,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T180410,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T180434,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T180459,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T180524,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T180548,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T180613,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T180638,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T180703,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T180728,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T180752,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T180817,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T180842,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T180906,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T180931,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T180956,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T181020,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T181045,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T181109,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T181134,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T181159,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T181223,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T181248,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T181313,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T181337,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T181402,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T181427,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T181451,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T181516,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T181540,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T181605,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T181630,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T181655,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T181719,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T181744,46.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
